file,summary,keywords,topic,processed_at
20037c31,本月微博围绕市场震荡与分化，强调低位买入、耐心持有、高位卖出的简单投资策略，并反思美股等品种的仓位与操作失误。,低位买入;耐心持有;做错;看不懂;新高,投资理念,2026-06-24T07:54:43.895143+00:00
5eed15ff,本月微博强调市场下跌中蕴含机会，倡导逆向投资和长期慢牛格局，同时批评抱团炒作行为，并提醒投资者提升自身能力以避免误解。,机会;慢牛;抱团;估值;逆向投资,投资理念,2026-06-24T07:55:00.009857+00:00
59c9ec9d,本月微博整体主题是强调投资应基于概率计算和理性判断，在大概率获胜时下注，避免盲目跟风或短期情绪驱动，同时保持仓位灵活，等待市场下跌机会。,概率;理性;仓位;估值;短期,投资理念,2026-06-24T07:55:07.206748+00:00
c2ffb7c7,本月微博强调在市场高位时保持耐心和纪律，避免追涨，等待最佳买入时机，并展示通过网格和长线策略在市场波动中获利的成功经验。,耐心;现金;网格;长线;不追高,投资理念,2026-06-24T07:55:13.640916+00:00
e2de8422,本月微博围绕投资体系中的仓位管理、入市时机和机构利益冲突展开，强调长期低位买入与波动操作结合的策略。,仓位管理;入市时机;长期持有;波动操作;机构利益,投资理念,2026-06-24T07:55:18.537564+00:00
c529d086,本月微博强调投资前需制定预案并严格执行，以应对不同品种表现，同时通过类比生活策略（如断食法）说明规则执行的重要性。,预案;规则;执行;策略;品种,投资理念,2026-06-24T07:55:23.460640+00:00
f3684c6c,本月微博整体围绕投资体系的重要性展开，强调长期成功依赖系统化方法而非短期运气，同时提及债券反弹和医药品种的买卖时机。,体系;成功;债券;医药;长期,投资理念,2026-06-24T07:55:38.949617+00:00
8a06269c,本月微博整体主题为在市场下跌中保持耐心，等待A股买入机会，并强调投资应基于个人收入水平。,A股;买入机会;医疗;国债;投资建议,市场分析,2026-06-24T07:55:44.205511+00:00
e651135f,本周微博围绕市场波动与投资心态，强调低成本持仓和逆向操作，关注恒生、医药等品种的估值与机会。,恒生;医药;低成本;持仓收益率;加仓,投资理念,2026-06-24T07:55:50.445234+00:00
5c7a1a16,本月微博围绕红利品种创新高、策略执行纪律、投资价值观与市场历史研究展开，强调长期持有与信仰的重要性。,红利;策略;信仰;长期持有;市场历史,投资理念,2026-06-24T07:55:56.419712+00:00
b06715bd,本月微博以投资品种的周期起伏类比人生，强调在低位买入、高位谨慎，并分享持仓舒适感与市场风格切换的观察。,低位买入;高位谨慎;持仓舒适;风格切换;人生类比,投资理念,2026-06-24T07:56:03.194698+00:00
5c514720,本月微博围绕投资心态、策略纪律与品种操作展开，强调耐心等待、不追涨杀跌，并针对医药、恒生等品种给出具体买卖时机与仓位建议。,新高;不卖;下跌;仓位;策略,投资理念,2026-06-24T07:56:21.497067+00:00
e8e997e6,本月微博围绕投资理念、市场心理和策略执行展开，强调安全边际、长期持有与成本控制，并针对具体品种如医药、中概互联等给出估值与操作建议。,安全边际;成本;拿住;策略;宽基,投资理念,2026-06-24T07:56:27.526772+00:00
15c684a3,本月微博围绕市场波动与投资策略展开，强调长期持有与波动仓位结合、避免盲目短线交易，并通过股民盈亏数据启发投资者做大概率赢的策略。,波动;策略;交易;概率;仓位,投资理念,2026-06-24T07:56:35.125436+00:00
0aabc3db,本月微博围绕市场波动中的投资心态、买卖策略和品种表现展开，强调长期持有和低位买入的重要性，并回顾了环保、医药等品种的走势。,买入;卖出;长期持有;心态;环保,投资理念,2026-06-24T07:56:41.189312+00:00
8581f1f2,本月微博整体主题为：在市场上涨中强调投资思维模式、组合配置与耐心持有，警惕追高和短期情绪，并分享对环保等品种的持仓及对白酒等热门板块的谨慎态度。,思维模式;组合;耐心;上涨;持有,投资理念,2026-06-24T07:56:48.976677+00:00
1839307f,本月微博整体主题为：在年末市场分化、中小盘股惨淡的背景下，强调基于客观交易策略而非主观判断进行投资，并警示2021年部分板块在暴涨后可能出现大幅下跌。,交易策略;波段操作;暴跌;暴涨;再平衡,投资理念,2026-06-24T07:57:06.486021+00:00
5e04a2cf,2020年11月: 150计划和S计划各卖出一份中国海外互联，收益率超过70%，选择止盈,中国海外互联;卖出;150计划;S计划;止盈,交易操作,2026-06-24T07:57:10.899917+00:00
45032d05,2020年12月: 150计划卖出一份中证环保(512580/001064)，收益率70%以上，买入一份7-10国开债(003376)，预计最大跌幅40%,中证环保;7-10国开债;卖出;买入;150计划,交易操作,2026-06-24T07:57:16.314195+00:00
b85cd75e,本月微博围绕市场上涨背景下的投资心态与策略展开，强调理性持仓、不追高、不盲从，并分享了对品种配置和意外事件应对的思考。,持仓;人性;价值;牛市;品种,投资理念,2026-06-24T07:57:24.385021+00:00
0d406e5c,本月微博围绕市场极端分化、估值矛盾与投资节奏展开，强调在结构性行情中坚持策略、控制情绪，并利用波段操作降低成本。,估值;波段;节奏;情绪;分化,市场分析,2026-06-24T07:57:30.815266+00:00
35b4c1cf,本月微博围绕市场风格切换与投资心态展开，强调在核心资产热潮中保持逆向思维，关注被低估品种的轮动机会，并提醒投资者重视学习过程而非短期盈亏。,核心资产;风格切换;逆向投资;恒生;红利,投资理念,2026-06-24T07:57:47.523283+00:00
2ff37ed0,本月微博整体主题是：在市场结构性分化与局部过热中，强调熊市买入、越跌越买的投资理念，警示追涨风险，并分享对具体品种的估值与操作策略。,熊市买入;收益率;估值;耐心;追涨,投资理念,2026-06-24T07:57:54.853223+00:00
7a012abc,本月微博整体主题是提醒投资者在牛市中保持谨慎，强调新投资者不宜跟车，并分享投资策略与市场数据，警示散户在牛熊转换中的风险。,新朋友;浮亏;补仓;散户;牛市,投资理念,2026-06-24T07:58:01.228796+00:00
2b909b54,本月微博强调在牛年市场分化、抱团行情极致时，应坚持投资体系、关注低估品种（如红利、小盘股），并警示泡沫风险。,投资体系;低估;抱团;泡沫;红利,投资理念,2026-06-24T07:58:09.168249+00:00
8da0856c,本月微博整体主题为：在牛市中保持清醒，强调低买高卖、长期持有优质品种，并通过网格交易和风险控制实现稳健收益。,风险控制;低买高卖;网格交易;长期持有;品种轮动,投资理念,2026-06-24T07:58:15.813651+00:00
f7e944f0,本周市场大幅下跌，E大强调在热门品种高位时已减持，并重申低位买入、不追涨、不预测涨跌、设计应对策略的投资理念，同时嘲讽追高行为并展示长期策略的稳健收益。,低位买入;不追涨;应对策略;减持;长期收益,投资理念,2026-06-24T07:58:32.305845+00:00
d2a39d58,本月微博整体主题是在市场混沌下跌中，强调策略执行、品种估值回归和长期投资心态，避免追涨杀跌。,混沌;估值;策略;长期投资;提款机,投资理念,2026-06-24T07:58:39.252759+00:00
857bb5ed,本月微博整体主题为在市场大幅回调中，强调保持仓位平衡、利用波动提款，并指出行情未结束、新明星将登场，同时反思投资心态与风险承受能力。,波动;仓位;不贵;心态;长期,投资理念,2026-06-24T07:58:46.768443+00:00
3b544053,本月微博围绕市场下跌中的投资心态与策略展开，强调历史规律、风险控制、仓位管理及长期视角，鼓励投资者在低位保持耐心并执行既定计划。,风险控制;仓位管理;历史规律;投资心态;长期视角,投资理念,2026-06-24T07:58:52.731311+00:00
89d993d2,本月微博整体主题是强调投资需要耐心等待不同品种的周期花开，坚持长期持有和低风险策略，避免因贪婪而冒险，同时分享交易体系中的大周期波段与网格波动策略。,花开有时;耐心;长期持有;网格交易;低风险,投资理念,2026-06-24T07:58:59.866087+00:00
9f03c0f3,本周微博围绕市场震荡反弹，强调独立投资、谨慎加仓，并分享对数据分析和长期投资的幸福感。,长期仓位;短期波段;估值数据;独立投资;盈利,投资理念,2026-06-24T07:59:15.259284+00:00
1f44d5fc,本月微博整体主题围绕投资理念与生活哲学，强调未雨绸缪、低买高卖和善良投资，同时提及市场无聊及基金基础知识。,低买高卖;未雨绸缪;善良;存钱;不懂不做,投资理念,2026-06-24T07:59:20.558655+00:00
721acc23,本月微博整体主题为在市场平淡期保持耐心，强调投资体系与预案的重要性，并分享对市场生态、投资心态及生活哲学的思考。,市场无聊;投资体系;慢牛;估值;开心,投资理念,2026-06-24T07:59:26.952753+00:00
52f68518,本月微博整体主题为强调投资体系与心态的重要性，坚持按规划执行，等待市场验证，并提及具体品种的买卖时机与长期评价。,成就感;规划;便宜;回本;信心,投资理念,2026-06-24T07:59:33.121625+00:00
d39022ee,本月微博围绕A股长牛趋势、注册制生态变化及具体品种估值分析展开，强调低位持有、不追高、耐心等待机会的投资策略。,长牛;注册制;估值;红利;医药,投资理念,2026-06-24T07:59:39.586102+00:00
e1f0fb9f,本月微博整体围绕投资中的耐心与纪律，强调在等待市场机会时保护本金、避免频繁交易，并表达了对中概互联等品种的买入期待。,耐心;保护本金;中概互联;等待机会;避免频繁交易,投资理念,2026-06-24T07:59:54.884346+00:00
30ce97bb,本月微博围绕市场波动与投资心态，强调体系化策略（长期仓位与网格波段结合）的重要性，并提醒投资者避免短视和追涨杀跌。,红利;长期;波动;策略;估值,投资理念,2026-06-24T08:00:01.083377+00:00
14674913,本月微博围绕投资组合构建与风险管理，强调品种无绝对好坏、关键在于仓位配比和资金久期，并探讨了长线与波段仓位的资金分配策略。,仓位配比;长线仓位;波段仓位;风险控制;资金久期,投资理念,2026-06-24T08:00:08.209472+00:00
eb19f9cf,本月微博围绕在低迷品种中布局、通过波段操作降低成本增加筹码的投资理念，强调用价值眼光选择品种并用交易策略规范交易，同时反思市场波动中的人性弱点。,低迷品种;波段操作;筹码;成本;人性,投资理念,2026-06-24T08:00:15.545301+00:00
d196bf75,本月微博围绕投资心态、长期持有与行业成长性展开，强调坚守正道、积极学习，并分享医药等品种的操作反思与盈利成果。,躺平;医药;长期持有;盈利;投资心态,投资理念,2026-06-24T08:00:21.778909+00:00
8c962ebd,本月微博整体主题围绕投资心态、资产积累的非线性增长以及市场周期中的机会把握，强调在A股市场通过正确方法实现盈利的可能性。,投资心态;资产积累;市场周期;盈利方法;风险意识,投资理念,2026-06-24T08:00:38.089396+00:00
beab2a4b,本月微博整体主题为：在A股市场整体不贵但部分板块已贵的背景下，强调通过灵活的投资策略（如长线与波段仓位分离）和心态调整，实现涨跌皆可盈利的“全天候提款”模式。,不赔钱;波段仓位;长线仓位;全天候;震荡,投资理念,2026-06-24T08:00:45.593264+00:00
9c21310e,本月微博围绕低买高卖的投资理念，强调在熊市积累筹码、耐心持有不追涨，并反思平衡风险偏好与收益率。,低买;风险偏好;收益率;持有;成本,投资理念,2026-06-24T08:00:51.480739+00:00
ae249460,本周微博强调投资应注重过程而非结果，坚持低买原则，避免追高，并反思市场短期波动中的心态与策略。,便宜;过程;追高;心态;基金经理,投资理念,2026-06-24T08:00:57.802161+00:00
5c165469,本月微博整体主题是强调左侧交易纪律、把握市场下跌机会，并反思消费品种买入不足，同时关注环保、中概等品种的估值与交易时机。,左侧买入;交易计划;下跌;现金;估值,投资理念,2026-06-24T08:01:03.641350+00:00
40206891,本周微博强调在市场分化中保持信仰，通过波段操作和长线持仓实现涨跌都赢，并调侃市场风格轮动。,500;新高;波段;信仰;涨跌都开心,投资理念,2026-06-24T08:01:19.160719+00:00
1822c60d,本月微博围绕市场风格切换，强调配置与削峰填谷策略，批评盲目跟风，并具体讨论中证500、红利、消费、传媒、环保等品种的估值与操作。,削峰填谷;配置;浮亏;中证500;传媒,投资理念,2026-06-24T08:01:25.920628+00:00
ba799127,在市场下跌中强调左侧交易节奏、仓位管理和策略纪律，安抚投资者情绪并提示耐心等待机会。,左侧交易;仓位管理;策略纪律;估值;耐心,投资理念,2026-06-24T08:01:33.100903+00:00
7dfb8e22,本月微博整体主题为在市场震荡和板块分化中，强调耐心等待猎物进入射程、利用下跌机会低吸，并警示高估值品种风险。,支撑;下跌;仓位;估值;提款,投资理念,2026-06-24T08:01:38.755581+00:00
921df6af,本周微博围绕市场波动与投资心态，强调在极端行情中坚持独立思考、逆向布局，并回顾了中证500等品种在钻石坑后的优异表现。,中证500;独立思考;逆向投资;收益率;钻石坑,投资理念,2026-06-24T08:01:44.333102+00:00
d4f9202b,本周微博整体主题围绕市场波动中的投资心态、策略纪律以及历史反思，强调在不确定性中保持耐心和提前应对。,波动;耐心;策略;历史;不确定性,投资理念,2026-06-24T08:02:00.204775+00:00
89d5f74e,本月微博围绕红利和中证500的强势表现，强调长期持有与逆向投资理念，并反思市场情绪波动。,红利;中证500;长期持有;逆向投资;配置原则,投资理念,2026-06-24T08:02:05.685921+00:00
1ed0222b,本月微博围绕市场轮动与逆向投资，强调在低迷品种中买入、在高涨品种中卖出的平衡策略，并分享对医药、传媒、中概互联网等受压行业的观察与操作计划。,便宜;轮动;逆向投资;平衡;信念,投资理念,2026-06-24T08:02:12.884753+00:00
55a4c841,本月微博整体主题为：在市场轮动与震荡中，坚持低买高卖、逆向投资，耐心布局未来品种，同时管理情绪与持仓节奏。,低买高卖;轮动;耐心;逆向投资;持仓成本,投资理念,2026-06-24T08:02:21.893679+00:00
7b0c07c7,本月微博整体主题是在市场震荡分化中，强调投资信仰、左侧分批买入策略、长期持有优质品种，并关注中概、环保、红利等品种的估值与机会。,信仰;左侧买入;中概;环保;红利,投资理念,2026-06-24T08:02:29.563264+00:00
723a761d,本月微博整体主题围绕投资心态、策略体系与市场周期，强调在低迷时布局、在得意时警惕，并分享个人持仓与品种观点。,投资心态;策略;仓位;危机;健康,投资理念,2026-06-24T08:02:48.141075+00:00
9e0c57fa,本月微博整体主题为在市场震荡与品种分化中，强调投资纪律、保命第一、耐心等待买点，并聚焦医药、消费、恒生、中概等品种的底部布局与长期策略。,保命;买点;波段;底部;非卖品,投资理念,2026-06-24T08:02:57.355029+00:00
3e38500a,2022年1月，E大预判全年行情复杂、多数指数收阴，强调投资需耐心等待、机械执行计划，并重点看好中概等弱势品种的长期机会。,中概;波动;耐心;捡垃圾;机械执行,投资理念,2026-06-24T08:03:04.435071+00:00
d8be9c91,本月微博整体主题为：在市场回调中保持理性与纪律，利用A股高波动特性，在低估区域分批建仓，为未来3-5年布局，同时强调对具体品种（如医药、红利）的估值判断和策略执行。,估值;建仓;红利;医药;波动,投资理念,2026-06-24T08:03:13.300040+00:00
5ade03c6,本月微博围绕市场恐慌性下跌（俄乌冲突、中概股打压等）展开，强调长期投资理念、风险控制和品种估值判断，重点讨论恒生、中概、环保等品种的买入时机和策略执行。,恒生指数;低买高卖;风险控制;估值;长期持有,投资理念,2026-06-24T08:03:21.663449+00:00
46d9eb6c,2022年4月A股大跌至近两年新低，E大强调在低位保持开放心态、坚持原则和纪律，鼓励新朋友在风险可控下参考其投资计划，并聚焦于恒生、红利、医药、信息等品种的估值与买卖时机。,低位;估值;恒生;红利;纪律,投资理念,2026-06-24T08:03:40.824770+00:00
1435bd3e,本月微博围绕市场波动与投资策略展开，强调理性投资、控制杠杆、逆向思维及长期持有，并关注美股、消费、医疗等品种的估值与时机。,杠杆;逆向思维;估值;长期持有;波动,投资理念,2026-06-24T08:03:49.401916+00:00
ecc8b23a,本月微博整体主题是在市场反弹中巩固和完善投资体系，强调左侧与右侧结合、不死品种的信念，并针对具体品种进行仓位调整和策略升级。,右侧;左侧;信念;波段;仓位,投资理念,2026-06-24T08:03:59.874529+00:00
1f427d86,2022年8月E大因事基本未发微博，整体主题缺失，仅通过公众号日记维持日常沟通，市场处于震荡下跌中。,未发微博;公众号日记;上证指数;下跌;震荡,其他,2026-06-24T08:04:04.699654+00:00
074b2c95,本月微博围绕市场持续下跌中的操作策略与心理博弈，强调在关键支撑位跌破后停止买入、等待反转，并展示对医药和恒生等品种的长期坚守与致敬式买入。,致敬;支撑;医药;恒生;仓位,投资理念,2026-06-24T08:04:11.998333+00:00
3917b9b8,本月微博整体主题是在市场底部区域强调投资纪律、执行计划、反思错误，并鼓励投资者保持信心和耐心。,致敬;执行;反思;底部区域;估值,投资理念,2026-06-24T08:04:30.778024+00:00
6c3a4262,本月微博整体主题是在市场底部区域坚持左侧布局与右侧交易相结合，强调投资纪律、估值与情绪观察，并反思注册制下A股全面牛市难现的新生态环境。,估值;情绪;左侧交易;右侧交易;注册制,投资理念,2026-06-24T08:04:40.568173+00:00
42f1de42,本月微博整体围绕市场低迷期坚持策略、均衡配置、高抛低吸的投资理念，强调理性与纪律，并回顾了红利、债券、纳指等品种的估值与操作。,策略;估值;配置;红利;债券,投资理念,2026-06-24T08:04:49.224152+00:00
cc83cefb,2022年1月: S计划买入一份全指医药(159938/001180)，当前估值和技术面非最佳买点，需做好继续下跌30%准备,全指医药;买入;S计划;估值;波段操作,交易操作,2026-06-24T08:04:53.923923+00:00
d4915437,2023年10月: 150计划与S计划各买入一份沪深300C(005658)，用于波段操作，当前收益率未提及,沪深300;买入;150计划;S计划;波段操作,交易操作,2026-06-24T08:04:59.373196+00:00
a0dd845c,2023年12月: 150计划与S计划各卖出一份黄金(000216)，收益率约52%-70%，止盈操作,黄金;卖出;150计划;S计划;止盈,交易操作,2026-06-24T08:05:13.859865+00:00
c9119e3a,2023年12月: 长赢指数投资计划（三）150/S计划各买入一份环保基金(001064)，当前价格较历史高位已下跌47.7%，但存在继续下跌30%的可能性,环保;买入;150计划;S计划;低位,交易操作,2026-06-24T08:05:19.507862+00:00
056a257b,2023年12月: S计划买入一份文体娱乐(004424)，补仓操作，当前浮亏超过20%，补仓后浮亏预计回到十几个点,文体娱乐;买入;S计划;补仓;浮亏,交易操作,2026-06-24T08:05:23.860315+00:00
b05ec9b5,2023年12月: 150计划与S计划各买入一份全球医疗保健(000369)，无收益率数据，首次买入,全球医疗保健;买入;150计划;S计划;QDII,交易操作,2026-06-24T08:05:29.066558+00:00
a7c6ebe4,2023年5月: 150计划卖出两份中证传媒，S计划卖出一份中证传媒，收益率未提及,中证传媒;卖出;150计划;S计划;止盈,交易操作,2026-06-24T08:05:33.288450+00:00
658b103e,2023年5月: 150计划和S计划各买入一份富国消费C(011309)，收益率0%，波段补仓,富国消费C;买入;150计划;S计划;波段补仓,交易操作,2026-06-24T08:05:48.722601+00:00
aabc0783,2023年6月: 150计划与S计划各买入一份华宝医疗C，当前处于医疗品种的底部区域加仓阶段，长线仓位计划持有10-20年,华宝医疗C;买入;150计划;S计划;医疗,交易操作,2026-06-24T08:05:53.838749+00:00
0512be74,2023年6月: 150计划卖出一份易方达信息产业(001513)，收益率27%-28%；S计划卖出一份信息技术(000942)，收益率未明确，计划止盈,易方达信息产业;信息技术;卖出;150计划;S计划,交易操作,2026-06-24T08:05:58.627166+00:00
a733684b,2023年6月: 150计划与S计划各买入一份大摩健康产业(002708)，无收益率数据，为加仓操作,大摩健康产业;买入;150计划;S计划;加仓,交易操作,2026-06-24T08:06:03.099049+00:00
41498c3e,2023年6月: 150计划与S计划各买入一份全指医药(001180)，最后一次买入，因基金规模问题，存在下跌30%可能性,全指医药;买入;150计划;S计划;最后一次买入,交易操作,2026-06-24T08:06:07.546443+00:00
d37fbb2e,2023年7月: 150计划与S计划各买入一份华宝医疗A(162412)，基于中证医疗指数已下跌57.98%的深度调整，继续加仓并控制浮亏幅度。,华宝医疗A;买入;150计划;S计划;中证医疗,交易操作,2026-06-24T08:06:22.686669+00:00
59041c22,2023年8月: 150计划与S计划各买入一份融通健康产业(000727)，此前曾以30%+收益率清仓，本次为重新买入,融通健康产业;买入;150计划;S计划;医药,交易操作,2026-06-24T08:06:27.211988+00:00
a43d8af7,2023年8月: 150计划与S计划各卖出一份纳斯达克100(270042)，收益率37%，止盈操作,纳斯达克100;卖出;150计划;S计划;止盈,交易操作,2026-06-24T08:06:31.845953+00:00
ce818825,2023年8月: 150计划卖出一份证券公司(502010)，S计划卖出一份证券保险(001552)，基于低买高卖、动态平衡策略,证券公司;证券保险;卖出;150计划;S计划,交易操作,2026-06-24T08:06:35.889496+00:00
a84d17d5,2023年8月: 150计划和S计划各卖出一份美国标普500(050025)，收益率约15%-20%，按规则止盈,美国标普500;卖出;150计划;S计划;止盈,交易操作,2026-06-24T08:06:40.382035+00:00
c5a49cf6,2023年8月: 150计划与S计划各买入一份华宝医疗A(162412)，属于医疗品种的建仓完成操作,华宝医疗A;买入;150计划;S计划;医疗,交易操作,2026-06-24T08:06:54.856912+00:00
a127e1de,2023年8月: 150计划与S计划各买入一份华宝医疗C，当前未提及收益率，但提示存在自目前价格下跌幅度达25%的可能性,华宝医疗C;买入;150计划;S计划;医疗,交易操作,2026-06-24T08:06:59.723315+00:00
4874f663,2024年10月: 长赢指数投资计划卖出中证500、恒生指数、中证红利、恒生科技，左侧止盈操作,中证500;恒生指数;中证红利;恒生科技;卖出,交易操作,2026-06-24T08:07:04.729004+00:00
a0ab3afa,2024年10月: 150计划与S计划各买入一份富国全球债基金，用于增加现金配置并投资美债品种,富国全球债;买入;150计划;S计划;美债,交易操作,2026-06-24T08:07:09.484302+00:00
a5baaf8a,2024年10月: 150计划卖出一份全指信息(000942)，无收益率数据，计划减仓,全指信息;卖出;150计划;减仓;故事,交易操作,2026-06-24T08:07:13.420496+00:00
b5db6ca7,2024年10月: 150计划和S计划各买入一份富国全球债，用于全球资产平衡配置,富国全球债;买入;150计划;S计划;全球资产配置,交易操作,2026-06-24T08:07:27.974781+00:00
b8f287e5,2024年11月: 150计划与S计划各卖出一份金融地产基金(001469)，收益率未提及，计划减持,金融地产;卖出;150计划;S计划;止盈,交易操作,2026-06-24T08:07:32.542724+00:00
43e4acd1,2024年11月: 150计划与S计划各卖出一份信息技术基金(000942)，未提供收益率，进行止盈操作,信息技术;卖出;150计划;S计划;止盈,交易操作,2026-06-24T08:07:37.380470+00:00
2d6ef8d7,2024年11月: 150计划与S计划各卖出一份券商类基金，进行再平衡操作,证券公司;证券保险;卖出;150计划;S计划,交易操作,2026-06-24T08:07:41.766851+00:00
314acd54,2024年12月: 150计划卖出恒生科技和金融地产各1份，S计划卖出恒生科技1份，未披露收益率，旨在降低A股仓位至50%以内并进行动态再平衡,恒生科技;金融地产;卖出;150计划;S计划,交易操作,2026-06-24T08:07:46.508581+00:00
b8240e13,2024年1月: 150计划和S计划各买入一份创业板基金(003765)，当前处于共振区域附近，存在下跌30%的可能性,创业板;买入;150计划;S计划;共振区,交易操作,2026-06-24T08:08:01.374021+00:00
05f07119,2024年1月: 150/S计划各买入一份消费C(011309)，存在自目前价格下跌幅度达40%的可能性,消费C;买入;150计划;S计划;波段操作,交易操作,2026-06-24T08:08:06.553144+00:00
e0fc6a6f,2024年1月: 150计划与S计划各买入一份中证500C(002903)，波段操作，认为存在35%下跌可能性,中证500;买入;150计划;S计划;波段,交易操作,2026-06-24T08:08:11.179851+00:00
7debce08,2024年2月: 150计划与S计划各卖出一份中证500C(002903)，收益率十几个点，波段止盈,中证500;卖出;150计划;S计划;波段,交易操作,2026-06-24T08:08:15.864489+00:00
f84b0536,2024年3月: 150计划与S计划各卖出一份中证红利(100032)，收益率50%+，部分止盈,中证红利;卖出;150计划;S计划;止盈,交易操作,2026-06-24T08:08:20.558845+00:00
97437426,2024年4月: 150计划与S计划各买入一份中证医疗C(012323)，基于市净率处于历史低位及技术面支撑，但提示存在继续下跌20%的可能性,中证医疗;买入;150计划;S计划;市净率低位,交易操作,2026-06-24T08:08:35.713343+00:00
ca909db2,2024年4月: 150/S计划各卖出一份纳斯达克100(270042)，收益率63%，止盈操作,纳斯达克100;卖出;150计划;S计划;止盈,交易操作,2026-06-24T08:08:40.535215+00:00
1f7e1041,2024年5月: 150计划与S计划各卖出一份消费C(011309)，波段收益率约18%-19%，落袋为安,消费C;卖出;150计划;S计划;波段止盈,交易操作,2026-06-24T08:08:44.871129+00:00
2302ad97,2024年5月: 150计划与S计划各卖出一份恒生指数(000071)，动态再平衡操作,恒生指数;卖出;150计划;S计划;动态再平衡,交易操作,2026-06-24T08:08:49.224755+00:00
836d2ca0,2024年6月: 150计划与S计划各买入一份消费C(011309)，基于消费持仓比例低且估值不高的判断，进行波段操作,消费C;买入;150计划;S计划;波段操作,交易操作,2026-06-24T08:08:54.155981+00:00
8d1506f6,2024年7月: 150计划与S计划各买入一份消费A(519915)，基于前期卖出后下跌超20%的逆向买入操作,消费A;买入;150计划;S计划;逆向投资,交易操作,2026-06-24T08:09:08.774055+00:00
9c35f166,2024年8月: 150计划与S计划各买入一份恒生医疗(014424)，基于时间空间买入原则及极值区间判断,恒生医疗;买入;150计划;S计划;极值区间,交易操作,2026-06-24T08:09:13.605143+00:00
d3a46412,2024年8月: 150计划与S计划各买入一份消费C(011309)，当前浮亏约7%-8%，全指消费指数自高点下跌57.53%，计划在继续下跌时加仓至5%-7%仓位,消费C;买入;150计划;S计划;加速下跌,交易操作,2026-06-24T08:09:19.242247+00:00
b1a9a89a,2024年9月: 150计划与S计划各买入一份汇添富美元债(004419)，收益率0%，用于组合加仓美元品种并看好美国降息后国债走势,汇添富美元债;买入;150计划;S计划;美元债,交易操作,2026-06-24T08:09:24.526707+00:00
c628fe51,2024年9月: 150计划与S计划各卖出一份恒生指数(000071)，用于动态平衡减仓及应对压力位，未披露收益率,恒生指数;卖出;150计划;S计划;动态平衡,交易操作,2026-06-24T08:09:28.986735+00:00
ba627842,2024年9月: 150计划与S计划各买入一份消费A(519915)，左侧买入，接近倒数第2-3次买入机会,消费A;买入;150计划;S计划;左侧交易,交易操作,2026-06-24T08:09:43.687989+00:00
48849997,2024年9月: 150计划卖出两份（金融地产、300C），S计划卖出一份300C，动态平衡操作,金融地产;300C;卖出;150计划;S计划,交易操作,2026-06-24T08:09:48.135980+00:00
981e9fb7,2025年10月: 150计划卖出一份广发创业板(003765)，收益率70多个点，正常调仓,广发创业板;卖出;150计划;止盈,交易操作,2026-06-24T08:09:51.905171+00:00
4e455b2f,2025年11月: 150计划卖出一份恒生指数(000071)，基于正常调仓策略，偏右侧减仓，但今日跌幅过大，未必成功。,恒生指数;卖出;150计划;调仓;右侧减仓,交易操作,2026-06-24T08:09:56.054337+00:00
bbeaff47,2025年11月: 长赢指数投资计划（二）150计划卖出一份富国中证500(161017)，S计划卖出一份建信中证500(000478)，按策略正常调仓,中证500;卖出;150计划;S计划;调仓,交易操作,2026-06-24T08:10:00.335604+00:00
d4975dea,2025年12月: S计划买入一份易方达沪深300(110020)，用于换仓和波段网格部署,易方达沪深300;买入;S计划;换仓;波段网格,交易操作,2026-06-24T08:10:14.499634+00:00
f6bd6974,2025年12月: 150计划和S计划各买入一份博时红利低波100(021550)，为五年首次买入，用于长线配置和波段起始,博时红利低波100;买入;150计划;S计划;红利低波,交易操作,2026-06-24T08:10:19.522095+00:00
bdb86b81,2025年2月: 150计划卖出一份恒生指数(000071)，S计划卖出一份恒生科技(012348)，因港股配置超预期进行再平衡减仓,恒生指数;恒生科技;卖出;150计划;S计划,交易操作,2026-06-24T08:10:24.077171+00:00
3cd90f9d,2025年5月: S计划买入一份中证医疗A(162412)，基于仓位平衡和时间空间原则，当前浮亏约-21.17%,中证医疗;买入;S计划;仓位平衡;浮亏,交易操作,2026-06-24T08:10:29.136196+00:00
9d37937a,2025年5月: S计划卖出一份恒生指数(000071)，收益率未披露，计划卖出,恒生指数;卖出;S计划;波段操作,交易操作,2026-06-24T08:10:33.015645+00:00
e33ef3ba,2025年7月: 150计划买入一份中银美元债、卖出一份全指金融，S计划买入一份汇添富美元债，涉及美元债和金融品种操作,中银美元债;全指金融;汇添富美元债;买入;卖出,交易操作,2026-06-24T08:10:48.364361+00:00
023cbb70,2025年7月: 150计划和S计划各买入一份广发全球医疗(000369)，收益率未提及，继续加仓,广发全球医疗;买入;150计划;S计划;长期持有,交易操作,2026-06-24T08:10:53.589091+00:00
fa68506d,2025年7月: 150计划和S计划各卖出一份恒生医疗(014424)，收益率预计60%以上，止盈操作,恒生医疗;卖出;150计划;S计划;止盈,交易操作,2026-06-24T08:10:58.204921+00:00
0e093e18,2025年7月: S计划卖出一份广发创业板(003765)，收益率未披露，计划止盈,广发创业板;卖出;S计划;止盈,交易操作,2026-06-24T08:11:02.256757+00:00
